C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_149.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_149.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_149.jpg, 0, 0, 0, 7.820319E-05
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_248.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_248.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_248.jpg, 0, 0, 0, 7.730111E-05
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_352.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_352.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_352.jpg, 0, 0, 0, 7.836018E-05
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_452.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_452.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_452.jpg, 0, 0, 0, 7.793844E-05
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_554.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_554.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_554.jpg, 0, 0.2433807, 0, 0.1382129
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_657.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_657.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_657.jpg, 0, 0.5483497, 0, 0.5938587
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_760.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_760.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_760.jpg, 0, 0.84774, 0, 1.48616
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_861.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_861.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_861.jpg, 0, 1, 0, 2.668891
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_00_962.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_00_962.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_00_962.jpg, -0.2138712, 1, 0, 3.835146
C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\center_2021_08_21_09_11_01_062.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\left_2021_08_21_09_11_01_062.jpg, C:\Users\melvi\OneDrive\Desktop\Training_Data\IMG\right_2021_08_21_09_11_01_062.jpg, -0.5155644, 1, 0, 4.970814
